"f0","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","CLASS"
0.0456295934221322,0.0520277831060295,0.222091632634012,-0.973850587684639,0.0217051935956592,0.019287565898698,0.875361833730918,0.0552911922396973,0.135122809590146,-0.0162511699140645,0.0308232885507225,-0.0675547188018865,-0.409167643638523,-0.0712200361554562,0.0529227634738653,0.254938645242943,-0.0692705997472174,-0.498264662635677,-0.214282494775073,0.275035662603889,-0.0960573476702509,-0.0125867602890701,-0.105441695193974,0.29541758135874,0.0152315169583154,0.099753244209897,-0.0393860169854294,-0.927258036209616,-0.0242409017066104,0.110581960412469,-0.0227374883261641,0.1198126294473,-0.113408795194301,0.925160813676355,0.0890599450519901,0.0247844288600698,-1
-0.0528289370319292,-0.105696582312007,-0.273099616362285,-0.0311459791061301,0.0453089439427537,-0.383839454751988,0.00189756451719359,-0.170377909570863,-0.0615059755114011,-0.258189398451459,0.00931906090404625,0.370654544250446,0.000171536935451243,-0.206419207923301,0.202789075049107,-0.606779287954658,-0.188146881861971,-0.119241715474858,-0.00556060322106956,-0.124819542506478,-0.141696535244922,-0.00465573025123131,-0.190099519238411,0.155956401257951,0.0497674858024627,-0.178936084684443,-0.00742148501870407,0.262521481128998,0.167823946138773,0.15470190826123,-0.983252557763654,0.0493724826077842,0.00396319910934741,-0.259784681942338,0.219263385424474,-0.585340348240593,-1
-0.0163992807639265,0.407476713831625,0.363450191818857,-0.976865634407171,0.567963415914131,0.0330865348207264,-0.373014039620204,0.244232953791758,0.0564506195468876,-0.407151365608781,0.0308232885507225,0.0124835027601834,0.0752337338622192,0.396963285004804,-0.445334064620443,-0.101634292631926,0.287358246597045,-0.0163216462719198,-0.00255019132365605,0.249999356657777,0.261648745519713,0.713102488173179,0.337407355493355,-0.0198432553479738,-0.616283341906092,0.485523454168771,0.00862063963875361,-0.413081963389914,0.488036979349847,0.0123148038402276,-0.662095724290196,-0.126727884491005,-0.054542225743548,-0.00536696775201839,0.0237162110360595,-0.0854316599065015,0.972027972027972
-0.747946162037603,-0.0266717971644134,-0.273099616362285,0.724625732675361,-0.00227321945535734,0.019287565898698,-0.0758766512347134,-0.0606039703537913,0.0171662145318572,0.305666638305114,0.00931906090404625,-0.681848069290772,0.0281947571214446,-0.258285897859814,0.252614757858537,0.0845760193693942,-0.188146881861971,0.0687853340305097,0.0536441640947295,-0.124819542506478,-0.217921146953405,-0.0135781390438,-0.226468764947032,0.730497178433738,0.628985020417161,-0.511340252940146,-0.151321737543063,0.809580907442983,-0.0242409017066104,-0.0969823396942041,-0.020767201004241,-0.0915078110712475,0.589739736834017,0.681761189470656,0.739593119255032,0.0257685010811999,-1
-0.940924881727563,-0.342770937754787,-0.0610617775850163,0.0341800332154083,-0.287016874436179,0.019287565898698,-0.267320874624023,0.219748060286091,0.541302881442921,-0.371160554751978,0.935388219236715,-0.504763504084693,0.066226270231007,-0.206419207923301,0.202789075049107,0.112309470092995,-0.188146881861971,0.929751297555087,-0.00556060322106956,-0.0997832365603665,0.398566308243728,-0.0155608965532597,-0.19865698881691,-0.225106541552657,0.148441682500026,0.142655356167349,0.872022154784909,0.667086375634422,0.167823946138773,-0.000720635296906482,0.100405469294027,-0.0562877376514896,-0.523307913762427,0.0186725013053346,-0.82188010989602,0.107446495434998,-1
-0.259591850985458,0.52617649399159,0.858205148965818,-0.488428065356899,0.567963415914131,0.119822910902048,0.00289466984734624,0.0185638519811974,-0.153204047217538,0.723559942142432,-0.0552927198592389,0.0264901915335456,-0.345114568927681,0.896266620126973,-0.744288161477028,-0.0115005777802234,0.881123717885246,-0.154867893275875,-0.770205225164102,0.525035877051297,0.69557945041816,0.206507944506227,0.894254125922833,-0.212338968726528,0.0172050008922667,0.957097888042548,0.200527548787296,-0.703053353294048,-0.0881575641863036,0.00529572122792462,-0.848287876211925,-0.126727884491005,-0.464802488909531,-0.0384212377058788,-0.82188010989602,0.0257685010811999,-1
-0.0163992807639265,0.131052568253623,-0.131741057177439,-0.0341610258286627,-0.215830960690974,-0.140386217341916,-0.484689836597301,0.024685075357614,0.0433213578708116,-0.0252488726282651,-0.0552927198592389,0.504718565366913,-0.129936271070946,-0.16458007804118,0.0529227634738653,-0.335387663016563,-0.188146881861971,0.120245368631979,-0.207258200347775,-0.124819542506478,-0.0960573476702509,-0.00961262402488056,-0.136615334372792,0.639159926677587,0.00339061335460777,-0.0289530916624579,-0.10331508091888,0.338252840691589,0.424120316870154,0.0153229821026431,-0.681798597509427,-0.408488471849069,0.64860630628477,0.640693763164344,0.544529972525995,-0.531216376078437,-1
0.636380776146501,-0.145371577324379,-0.131741057177439,-0.324610526765964,-0.382181201232401,0.105038301342731,-0.493663784568675,-0.0728464171066246,0.0433213578708116,-0.312175614736663,0.00931906090404625,0.294618233766479,0.0141831470284479,-0.331245041703843,0.352266123477399,-0.347273427612392,-0.306715194333941,-0.141013268575479,0.10582463698323,-0.0500734696818544,-0.202628434886499,0.351249242696785,-0.274757343282849,0.257114862880354,0.784890251199312,-0.114757315577361,-0.0873926736096125,-0.0254569782603319,-0.216305749551994,-0.692601635652483,0.00681682150268178,-0.338048325009553,0.238346043118787,0.345208622667713,0.414326532153511,0.656558794825595,-1
-0.0154146954593859,-0.303095942742415,-0.767854573509246,0.00603959713843793,-0.477345528028623,-0.490288643579064,-0.466741940654554,-0.17649913294728,-0.00909230882029474,-0.00525397770781928,-0.0337884922125627,0.221583356591091,-0.957622095850107,-0.487190889446294,0.651220220333984,0.750178836735817,-0.425591476448695,-0.230078713078022,-0.00455713258859839,-0.525037592630558,-0.362485065710872,-0.0115953815343403,-0.375307610830213,-0.0561817318531091,-0.0607476144988086,-0.672135973366042,-0.135279612885606,-0.613371480127821,-0.280222412031687,0.974931847813204,-0.448319549861544,0.0493724826077842,0.64860630628477,-0.506189239780206,0.804936853270963,-0.0952723821178025,-1
-0.063659375381876,-0.0266717971644134,-0.0610617775850163,0.318599440707645,0.378009425025609,-0.235993359158827,0.746735246141226,0.170982314053972,0.00403695285578122,0.607589551603846,0.0524266140206552,0.279611067223591,0.95796516972101,0.14731161744372,-0.24603133338272,0.533263632861938,0.168481964482291,0.562603742994606,0.211189053392703,-0.0500734696818544,0.101792114695341,-0.0125867602890701,0.112468155144236,0.0479230927291703,-0.0183177099188562,-0.243463651449716,-0.135279612885606,-0.00552767311228138,-0.152074226665997,-0.0197724309588716,0.435354314020947,0.0493724826077842,0.355356892824578,0.834011160167225,0.544529972525995,0.0178959233121591,0.972027972027972
